index,ticker,name,in_date,in_source,out_date,out_source
코스피 200,071970,HD현대마린엔진,2011-06-10,log,2012-06-15,log
코스피 200,073240,금호타이어,2011-06-10,log,,
코스피 200,084870,TBH글로벌,2011-06-10,log,2016-06-10,log
코스피 200,088350,한화생명,2011-06-10,log,,
코스피 200,115390,락앤락,2011-06-10,log,2021-09-10,log
코스피 200,120110,코오롱인더,2011-06-10,log,,
코스피 200,008040,동아원,2011-08-30,log,2013-06-14,log
코스피 200,000430,대원강업,2012-06-15,log,2015-06-12,log
코스피 200,005690,파미셀,2012-06-15,log,2014-06-13,log
코스피 200,005950,이수화학,2012-06-15,log,2015-03-13,log
코스피 200,009420,한올바이오파마,2012-06-15,log,2014-06-13,log
코스피 200,011210,현대위아,2012-06-15,log,,
코스피 200,020150,롯데에너지머티리얼즈,2012-06-15,log,2024-06-14,log
코스피 200,033920,무학,2012-06-15,log,2019-06-14,log
코스피 200,060980,한라홀딩스,2012-06-15,log,2020-12-11,log
코스피 200,082740,한화엔진,2012-06-15,log,2016-06-10,log
코스피 200,103130,웅진에너지,2012-06-15,log,2014-06-13,log
코스피 200,128940,한미약품,2012-06-15,log,,
코스피 200,078520,에이블씨엔씨,2012-12-20,log,2018-06-15,log
코스피 200,105630,한세실업,2013-01-03,log,2025-06-13,log
코스피 200,049770,동원F&B,2013-04-03,log,2022-03-11,log
코스피 200,005830,DB손해보험,2013-04-24,log,,
코스피 200,004130,대덕GDS,2013-06-14,log,2015-06-12,log
코스피 200,007070,GS리테일,2013-06-14,log,,
코스피 200,007810,코리아써키트,2013-06-14,log,2015-06-12,log
코스피 200,016800,퍼시스,2013-06-14,log,2015-06-12,log
코스피 200,044820,코스맥스비티아이,2013-06-14,log,2014-06-13,log
코스피 200,047810,한국항공우주,2013-06-14,log,,
코스피 200,079980,휴비스,2013-06-14,log,2016-06-10,log
코스피 200,139480,이마트,2013-06-14,log,,
코스피 200,003520,영진약품,2013-08-19,log,2022-06-10,log
코스피 200,008770,호텔신라,2013-09-02,log,,
코스피 200,005740,크라운해태홀딩스,2013-10-02,log,2017-06-09,log
코스피 200,033240,자화전자,2014-04-14,log,2015-06-12,log
코스피 200,005610,SPC삼립,2014-06-13,log,2021-06-11,log
코스피 200,008490,서흥,2014-06-13,log,2017-06-09,log
코스피 200,009290,광동제약,2014-06-13,log,2018-06-15,log
코스피 200,051600,한전KPS,2014-06-13,log,,
코스피 200,161390,한국타이어앤테크놀로지,2014-06-13,log,,
코스피 200,161890,한국콜마,2014-06-13,log,,
코스피 200,170900,동아에스티,2014-06-13,log,2020-12-11,log
코스피 200,000480,조선내화,2014-06-27,log,2016-06-10,log
코스피 200,114090,GKL,2014-09-12,log,,
코스피 200,000030,우리은행,2014-11-20,log,2019-02-28,synthetic
코스피 200,018260,삼성에스디에스,2015-03-13,log,,
코스피 200,028260,삼성물산,2015-03-13,log,,
코스피 200,005950,이수화학,2015-04-14,log,2015-06-12,log
코스피 200,000050,경방,2015-06-12,log,2018-06-15,log
코스피 200,000230,일동홀딩스,2015-06-12,log,2017-06-09,log
코스피 200,004700,조광피혁,2015-06-12,log,2017-06-09,log
코스피 200,009240,한샘,2015-06-12,log,,
코스피 200,014680,한솔케미칼,2015-06-12,log,,
코스피 200,014820,동원시스템즈,2015-06-12,log,,
코스피 200,036580,팜스코,2015-06-12,log,2019-06-14,log
코스피 200,042700,한미반도체,2015-06-12,log,2016-06-10,log
코스피 200,064350,현대로템,2015-06-12,log,,
코스피 200,079430,현대리바트,2015-06-12,log,2020-06-12,log
코스피 200,145990,삼양사,2015-06-12,log,2021-06-11,log
코스피 200,185750,종근당,2015-06-12,log,,
코스피 200,192820,코스맥스,2015-06-12,log,,
코스피 200,003200,일신방직,2015-06-29,log,2017-06-09,log
코스피 200,111770,영원무역,2015-08-03,log,,
코스피 200,005440,현대그린푸드,2015-09-01,log,2023-04-13,log
코스피 200,057050,현대홈쇼핑,2016-03-16,log,2023-12-15,log
코스피 200,000990,DB하이텍,2016-06-10,log,2024-06-14,log
코스피 200,001060,JW중외제약,2016-06-10,log,2021-09-10,log
코스피 200,001520,동양,2016-06-10,log,2020-06-12,log
코스피 200,002620,제일파마홀딩스,2016-06-10,log,2017-09-15,log
코스피 200,003850,보령,2016-06-10,log,2023-12-15,log
코스피 200,007210,벽산,2016-06-10,log,2017-06-09,log
코스피 200,008930,한미사이언스,2016-06-10,log,,
코스피 200,009420,한올바이오파마,2016-06-10,log,,
코스피 200,027410,BGF,2016-06-10,log,2020-12-11,log
코스피 200,192400,쿠쿠홀딩스,2016-06-10,log,2022-06-10,log
코스피 200,204320,HL만도,2016-06-10,log,,
코스피 200,001450,현대해상,2016-10-17,log,,
코스피 200,008560,메리츠증권,2016-12-21,log,2023-04-03,log
코스피 200,001780,알루코,2016-12-28,log,2017-09-15,log
코스피 200,267250,HD현대,2017-05-11,log,,
코스피 200,005250,녹십자홀딩스,2017-06-09,log,,
코스피 200,006360,GS건설,2017-06-09,log,,
코스피 200,006840,AK홀딩스,2017-06-09,log,2020-06-12,log
코스피 200,026960,동서,2017-06-09,log,,
코스피 200,028670,팬오션,2017-06-09,log,,
코스피 200,079160,CJ CGV,2017-06-09,log,2022-06-10,log
코스피 200,079550,LIG넥스원,2017-06-09,log,,
코스피 200,096760,JW홀딩스,2017-06-09,log,2020-06-12,log
코스피 200,207940,삼성바이오로직스,2017-06-09,log,,
코스피 200,214320,이노션,2017-06-09,log,2021-12-10,log
코스피 200,251270,넷마블,2017-06-09,log,,
코스피 200,271560,오리온,2017-07-10,log,,
코스피 200,035720,카카오,2017-09-15,log,,
코스피 200,282330,BGF리테일,2017-12-11,log,,
코스피 200,285130,SK케미칼,2018-01-08,log,,
코스피 200,068270,셀트리온,2018-03-09,log,,
코스피 200,294870,HDC현대산업개발,2018-06-14,log,2023-12-15,log
코스피 200,042660,한화오션,2018-06-15,log,,
코스피 200,071840,롯데하이마트,2018-06-15,log,2021-12-10,log
코스피 200,241560,두산밥캣,2018-06-15,log,,
코스피 200,298040,효성중공업,2018-07-16,log,2020-06-12,log
코스피 200,316140,우리금융지주,2019-02-13,log,,
코스피 200,006390,한일현대시멘트,2019-06-14,log,2021-06-11,log
코스피 200,018250,애경산업,2019-06-14,log,2021-06-11,log
코스피 200,031430,신세계인터내셔날,2019-06-14,log,2024-03-15,log
코스피 200,081660,미스토홀딩스,2019-06-14,log,,
코스피 200,003670,포스코퓨처엠,2020-06-12,log,,
코스피 200,007700,F&F홀딩스,2020-06-12,log,2021-12-10,log
코스피 200,009410,태영건설,2020-06-12,log,2021-06-11,log
코스피 200,011200,HMM,2020-06-12,log,,
코스피 200,016380,KG스틸,2020-06-12,log,2024-12-13,log
코스피 200,020560,아시아나항공,2020-06-12,log,2024-06-14,log
코스피 200,032350,롯데관광개발,2020-06-12,log,2024-12-13,log
코스피 200,180640,한진칼,2020-06-12,log,,
코스피 200,192080,더블유게임즈,2020-06-12,log,,
코스피 200,241590,화승엔터프라이즈,2020-06-12,log,2023-06-09,log
코스피 200,284740,쿠쿠홈시스,2020-06-12,log,2023-12-15,log
코스피 200,326030,SK바이오팜,2020-09-11,log,,
코스피 200,003090,대웅,2020-12-11,log,,
코스피 200,003230,삼양식품,2020-12-11,log,2021-12-10,log
코스피 200,008350,남선알미늄,2020-12-11,log,2021-06-11,log
코스피 200,013890,지누스,2020-12-11,log,2023-12-15,log
코스피 200,019170,신풍제약,2020-12-11,log,2024-06-14,log
코스피 200,039490,키움증권,2020-12-11,log,,
코스피 200,112610,씨에스윈드,2020-12-11,log,,
코스피 200,272210,한화시스템,2020-12-11,log,,
코스피 200,336260,두산퓨얼셀,2020-12-11,log,2025-06-13,log
코스피 200,352820,하이브,2020-12-11,log,,
코스피 200,375500,DL이앤씨,2021-01-26,log,,
코스피 200,383800,LX홀딩스,2021-05-28,log,2021-12-10,log
코스피 200,001440,대한전선,2021-06-11,log,,
코스피 200,006040,동원산업,2021-06-11,log,2023-06-09,log
코스피 200,298020,효성티앤씨,2021-06-11,log,,
코스피 200,298050,HS효성첨단소재,2021-06-11,log,,
코스피 200,302440,SK바이오사이언스,2021-06-11,log,,
코스피 200,361610,SK아이이테크놀로지,2021-06-11,log,,
코스피 200,259960,크래프톤,2021-09-10,log,,
코스피 200,323410,카카오뱅크,2021-09-10,log,,
코스피 200,402340,SK스퀘어,2021-11-30,log,,
코스피 200,005850,에스엘,2021-12-10,log,,
코스피 200,009900,명신산업,2021-12-10,log,2024-12-13,log
코스피 200,138040,메리츠금융지주,2021-12-10,log,,
코스피 200,178920,PI첨단소재,2021-12-10,log,2025-06-13,log
코스피 200,329180,HD현대중공업,2021-12-10,log,,
코스피 200,377300,카카오페이,2021-12-10,log,,
코스피 200,373220,LG에너지솔루션,2022-03-11,log,,
코스피 200,000060,메리츠화재,2022-06-10,log,2023-01-30,log
코스피 200,039130,하나투어,2022-06-10,log,2025-12-12,log
코스피 200,137310,에스디바이오센서,2022-06-10,log,,
코스피 200,271940,일진하이솔루스,2022-06-10,log,2025-06-13,log
코스피 200,300720,한일시멘트,2022-06-10,log,,
코스피 200,381970,케이카,2022-06-10,log,2023-12-15,log
코스피 200,383220,F&F,2022-06-10,log,,
코스피 200,280360,롯데웰푸드,2022-12-09,log,,
코스피 200,175330,JB금융지주,2023-01-30,log,,
코스피 200,139130,iM금융지주,2023-04-03,log,,
코스피 200,003230,삼양식품,2023-04-13,log,,
코스피 200,001570,금양,2023-06-09,log,2025-03-10,log
코스피 200,005420,코스모화학,2023-06-09,log,,
코스피 200,008730,율촌화학,2023-06-21,log,,
코스피 200,001430,세아베스틸지주,2023-12-15,log,,
코스피 200,002710,TCC스틸,2023-12-15,log,2025-12-12,log
코스피 200,003620,KG모빌리티,2023-12-15,log,2025-12-12,log
코스피 200,006110,삼아알미늄,2023-12-15,log,2025-06-13,log
코스피 200,009970,영원무역홀딩스,2023-12-15,log,,
코스피 200,145720,덴티움,2023-12-15,log,2025-12-12,log
코스피 200,267260,HD현대일렉트릭,2023-12-15,log,,
코스피 200,450080,에코프로머티,2023-12-15,log,,
코스피 200,022100,포스코DX,2024-03-15,log,,
코스피 200,003030,세아제강지주,2024-06-14,log,,
코스피 200,005070,코스모신소재,2024-06-14,log,2025-06-13,log
코스피 200,042700,한미반도체,2024-06-14,log,,
코스피 200,066970,엘앤에프,2024-06-14,log,,
코스피 200,454910,두산로보틱스,2024-06-14,log,,
코스피 200,457190,이수스페셜티케미컬,2024-06-14,log,,
코스피 200,489790,한화비전,2024-09-30,log,2025-12-12,log
코스피 200,002840,미원상사,2024-12-13,log,,
코스피 200,278470,에이피알,2024-12-13,log,,
코스피 200,298040,효성중공업,2024-12-13,log,,
코스피 200,456040,OCI,2024-12-13,log,2025-12-12,log
코스피 200,003240,태광산업,2025-03-10,log,,
코스피 200,000670,영풍,2025-06-13,log,,
코스피 200,006040,동원산업,2025-06-13,log,,
코스피 200,007340,DN오토모티브,2025-06-13,log,,
코스피 200,012630,HDC,2025-06-13,log,2025-12-12,log
코스피 200,017960,한국카본,2025-06-13,log,,
코스피 200,071320,지역난방공사,2025-06-13,log,,
코스피 200,268280,미원에스씨,2025-06-13,log,,
코스피 200,443060,HD현대마린솔루션,2025-06-13,log,,
코스피 200,0126Z0,삼성에피스홀딩스,2025-11-25,log,,
코스피 200,002030,아세아,2025-12-12,log,,
코스피 200,007660,이수페타시스,2025-12-12,log,,
코스피 200,034230,파라다이스,2025-12-12,log,,
코스피 200,062040,산일전기,2025-12-12,log,,
코스피 200,064400,LG씨엔에스,2025-12-12,log,,
코스피 200,082740,한화엔진,2025-12-12,log,,
코스피 200,307950,현대오토에버,2025-12-12,log,,
코스피 200,071970,HD현대마린엔진,2025-12-29,log,,
코스닥 150,003670,포스코케미칼,,initial,2019-05-31,synthetic
코스닥 150,005160,동국산업,,initial,2015-12-11,log
코스닥 150,005290,동진쎄미켐,,initial,,
코스닥 150,005990,매일홀딩스,,initial,2011-12-09,log
코스닥 150,006730,서부T&D,,initial,,
코스닥 150,010670,나노트로닉스,,initial,2010-06-11,log
코스닥 150,011040,경동제약,,initial,2010-06-11,log
코스닥 150,012650,쌍용건설,,initial,2010-06-11,log
코스닥 150,013030,하이록코리아,,initial,2017-12-15,log
코스닥 150,014620,성광벤드,,initial,2020-12-11,log
코스닥 150,015750,성우하이텍,,initial,2020-12-11,log
코스닥 150,017890,한국알콜,,initial,2010-06-11,log
코스닥 150,018000,유니슨,,initial,2014-03-26,log
코스닥 150,018120,진로발효,,initial,2011-12-09,log
코스닥 150,021320,KCC건설,,initial,2013-06-14,log
코스닥 150,022100,포스코DX,,initial,2024-01-02,log
코스닥 150,022520,코오롱아이넷,,initial,2011-06-10,log
코스닥 150,023160,태광,,initial,2020-12-11,log
코스닥 150,023410,유진기업,,initial,2023-06-09,log
코스닥 150,023890,아트라스BX,,initial,2016-04-08,log
코스닥 150,024660,하림홀딩스,,initial,2012-12-14,log
코스닥 150,024950,삼천리자전거,,initial,2017-06-09,log
코스닥 150,025900,동화기업,,initial,2011-06-10,log
코스닥 150,026150,특수건설,,initial,2010-12-10,log
코스닥 150,026960,동서,,initial,2016-07-29,synthetic
코스닥 150,028080,휴맥스홀딩스,,initial,2010-06-11,log
코스닥 150,028150,GS홈쇼핑,,initial,2021-06-29,log
코스닥 150,030350,드래곤플라이,,initial,2014-06-13,log
코스닥 150,032290,알티전자,,initial,2011-03-29,log
코스닥 150,033050,제이엠아이,,initial,2011-06-10,log
코스닥 150,033160,엠케이전자,,initial,2010-12-10,log
코스닥 150,033630,SK브로드밴드,,initial,2015-06-12,log
코스닥 150,033640,네패스,,initial,2014-12-12,log
코스닥 150,034230,파라다이스,,initial,2024-06-24,log
코스닥 150,034600,글로웍스,,initial,2010-12-10,log
코스닥 150,035080,그래디언트,,initial,2018-12-14,log
코스닥 150,035720,카카오,,initial,2017-07-31,synthetic
코스닥 150,035760,CJ ENM,,initial,,
코스닥 150,035890,서희건설,,initial,2014-06-13,log
코스닥 150,036030,KTH,,initial,2016-12-09,log
코스닥 150,036490,SK머티리얼즈,,initial,2021-11-29,log
코스닥 150,036560,영풍정밀,,initial,2015-12-11,log
코스닥 150,036830,솔브레인홀딩스,,initial,,
코스닥 150,036930,주성엔지니어링,,initial,2014-12-12,log
코스닥 150,037150,CJ인터넷,,initial,2011-03-21,log
코스닥 150,037440,희림,,initial,2012-06-15,log
코스닥 150,038060,루멘스,,initial,2015-12-11,log
코스닥 150,038500,삼표시멘트,,initial,2013-10-08,log
코스닥 150,039030,이오테크닉스,,initial,,
코스닥 150,039230,TSC 멤시스,,initial,2010-06-11,log
코스닥 150,039530,씨앤케이인터,,initial,2012-03-28,log
코스닥 150,040160,누리텔레콤,,initial,2010-12-10,log
코스닥 150,040300,YTN,,initial,2010-12-10,log
코스닥 150,040740,아인스M&M,,initial,2010-06-11,log
코스닥 150,041020,인프라웨어,,initial,2014-12-12,log
코스닥 150,041960,코미팜,,initial,2024-06-14,log
코스닥 150,042420,네오위즈,,initial,2010-12-10,log
코스닥 150,043150,바텍,,initial,2010-06-11,log
코스닥 150,044490,태웅,,initial,2020-06-12,log
코스닥 150,045100,한양이엔지,,initial,2011-06-10,log
코스닥 150,045390,대아티아이,,initial,2013-06-14,log
코스닥 150,045890,동부라이텍,,initial,2011-12-09,log
코스닥 150,046140,SBS콘텐츠허브,,initial,2016-06-10,log
코스닥 150,046210,파나진,,initial,2012-06-15,log
코스닥 150,046890,서울반도체,,initial,,
코스닥 150,047310,파워로직스,,initial,2014-06-13,log
코스닥 150,048260,오스템임플란트,,initial,2022-03-16,log
코스닥 150,049070,인탑스,,initial,2014-12-12,log
코스닥 150,049690,포휴먼,,initial,2011-04-01,log
코스닥 150,050050,유아이에너지,,initial,2011-12-09,log
코스닥 150,052330,코텍,,initial,2010-06-11,log
코스닥 150,052420,오성엘에스티,,initial,2013-06-14,log
코스닥 150,052770,와이디온라인,,initial,2010-06-11,log
코스닥 150,052790,액토즈소프트,,initial,2010-12-10,log
코스닥 150,053030,바이넥스,,initial,2010-12-10,log
코스닥 150,053320,테라리소스,,initial,2013-12-13,log
코스닥 150,053660,현진소재,,initial,2013-12-13,log
코스닥 150,053800,안랩,,initial,,
코스닥 150,054050,농우바이오,,initial,2011-06-10,log
코스닥 150,054340,피앤텔,,initial,2011-06-10,log
코스닥 150,054450,텔레칩스,,initial,2010-12-10,log
코스닥 150,054540,삼영엠텍,,initial,2011-06-10,log
코스닥 150,054670,대한뉴팜,,initial,2011-12-09,log
코스닥 150,054800,아이디스홀딩스,,initial,2012-06-15,log
코스닥 150,054940,엑사이엔씨,,initial,2010-12-10,log
코스닥 150,054950,제이브이엠,,initial,2018-12-14,log
코스닥 150,056190,에스에프에이,,initial,,
코스닥 150,056700,신화인터텍,,initial,2012-06-15,log
코스닥 150,058630,엠게임,,initial,2010-12-10,log
코스닥 150,060150,인선이엔티,,initial,2013-06-14,log
코스닥 150,060280,큐렉소,,initial,2012-12-14,log
코스닥 150,060720,KH바텍,,initial,2017-12-15,log
코스닥 150,060750,제이콤,,initial,2011-04-08,log
코스닥 150,061460,한진피앤씨,,initial,2013-06-14,log
코스닥 150,064260,다날,,initial,2015-06-12,log
코스닥 150,064760,티씨케이,,initial,2013-06-14,log
코스닥 150,065130,탑엔지니어링,,initial,2010-06-11,log
코스닥 150,065160,에프티이앤이,,initial,2011-12-09,log
코스닥 150,065680,우주일렉트로,,initial,2014-06-13,log
코스닥 150,065690,대진디엠피,,initial,2010-06-11,log
코스닥 150,066270,SK컴즈,,initial,2016-03-16,log
코스닥 150,066340,케이에스알,,initial,2010-12-10,log
코스닥 150,066700,테라젠,,initial,2010-06-11,log
코스닥 150,066930,에스디,,initial,2010-06-18,log
코스닥 150,066970,엘앤에프,,initial,2012-12-14,log
코스닥 150,067280,멀티캠퍼스,,initial,2016-12-09,log
코스닥 150,067290,JW신약,,initial,2010-06-11,log
코스닥 150,068270,셀트리온,,initial,2018-02-28,synthetic
코스닥 150,068760,셀트리온제약,,initial,2014-06-13,log
코스닥 150,068790,DMS,,initial,2012-12-14,log
코스닥 150,069080,웹젠,,initial,2022-06-10,log
코스닥 150,071660,SSCP,,initial,2012-09-24,log
코스닥 150,071670,에이테크솔루션,,initial,2012-12-14,log
코스닥 150,072020,중앙백신,,initial,2010-06-11,log
코스닥 150,072870,메가스터디,,initial,2015-12-11,log
코스닥 150,074430,아미노로직스,,initial,2013-06-14,log
코스닥 150,077360,덕산하이메탈,,initial,2015-06-12,log
코스닥 150,080160,모두투어,,initial,2020-12-11,log
코스닥 150,082270,젬백스,,initial,2010-06-11,log
코스닥 150,082850,우리이티아이,,initial,2014-12-12,log
코스닥 150,083650,비에이치아이,,initial,2015-12-11,log
코스닥 150,083790,크리스탈지노믹스,,initial,2010-06-11,log
코스닥 150,084450,세실,,initial,2010-12-29,log
코스닥 150,084990,헬릭스미스,,initial,2010-12-10,log
코스닥 150,085660,차바이오텍,,initial,2018-03-28,log
코스닥 150,086450,동국제약,,initial,2010-06-11,log
코스닥 150,086520,에코프로,,initial,2012-12-14,log
코스닥 150,086890,이수앱지스,,initial,2011-12-09,log
코스닥 150,086900,메디톡스,,initial,,
코스닥 150,088700,마이스코,,initial,2011-12-09,log
코스닥 150,089230,용현BM,,initial,2011-12-09,log
코스닥 150,089240,네오세미테크,,initial,2010-03-30,log
코스닥 150,089480,평산,,initial,2011-03-25,log
코스닥 150,091690,디지텍시스템,,initial,2013-12-13,log
코스닥 150,091700,파트론,,initial,2025-12-12,log
코스닥 150,093920,서원인텍,,initial,2010-06-11,log
코스닥 150,094190,이엘케이,,initial,2013-12-13,log
코스닥 150,094820,일진에너지,,initial,2012-06-15,log
