index,ticker,name,in_date,in_source,out_date,out_source
코스피 200,003620,KG모빌리티,,initial,1999-12-10,log
코스피 200,003690,코리안리,,initial,1999-06-11,log
코스피 200,003810,대우,,initial,1999-12-10,log
코스피 200,003940,삼양제넥스,,initial,2011-06-10,log
코스피 200,004000,롯데정밀화학,,initial,,
코스피 200,004020,현대제철,,initial,,
코스피 200,004150,한솔홀딩스,,initial,2016-06-10,log
코스피 200,004170,신세계,,initial,,
코스피 200,004370,농심,,initial,,
코스피 200,004390,오리온전기,,initial,2001-04-02,log
코스피 200,004460,고합,,initial,2001-04-02,log
코스피 200,004550,대우차판매,,initial,1999-06-11,log
코스피 200,004660,신동방CP,,initial,2001-04-02,log
코스피 200,004690,삼천리,,initial,1999-06-11,log
코스피 200,004710,한솔테크닉스,,initial,2002-06-14,log
코스피 200,004800,효성,,initial,2024-12-13,log
코스피 200,004940,외환은행,,initial,2013-04-24,log
코스피 200,004980,성신양회,,initial,2009-06-12,log
코스피 200,005060,대우통신,,initial,1999-12-10,log
코스피 200,005070,코스모신소재,,initial,2001-06-15,log
코스피 200,005110,한창,,initial,1999-06-11,log
코스피 200,005250,녹십자홀딩스,,initial,2002-06-14,log
코스피 200,005270,대구은행,,initial,1999-06-11,log
코스피 200,005280,부산은행,,initial,1999-06-11,log
코스피 200,005380,현대차,,initial,,
코스피 200,005440,현대그린푸드,,initial,2000-06-09,log
코스피 200,005490,POSCO홀딩스,,initial,,
코스피 200,005620,대성산업,,initial,2000-06-09,log
코스피 200,005660,한진건설,,initial,1999-06-11,log
코스피 200,005770,광주은행,,initial,1999-06-11,log
코스피 200,005810,풍산홀딩스,,initial,2009-06-12,log
코스피 200,005870,휴니드,,initial,2001-07-02,log
코스피 200,005890,동원증권,,initial,2001-06-15,log
코스피 200,005930,삼성전자,,initial,,
코스피 200,005940,NH투자증권,,initial,,
코스피 200,005950,이수화학,,initial,1999-03-12,log
코스피 200,006040,동원산업,,initial,2001-06-15,log
코스피 200,006120,SK디스커버리,,initial,2022-06-10,log
코스피 200,006160,신화건설,,initial,1999-06-11,log
코스피 200,006200,KEC홀딩스,,initial,2007-09-14,log
코스피 200,006260,LS,,initial,,
코스피 200,006290,인천정유,,initial,2001-09-03,log
코스피 200,006360,GS건설,,initial,2014-06-13,log
코스피 200,006390,한일현대시멘트,,initial,2010-06-11,log
코스피 200,006400,삼성SDI,,initial,,
코스피 200,006610,경남은행,,initial,1999-06-11,log
코스피 200,006750,센추리,,initial,2001-06-15,log
코스피 200,006800,미래에셋증권,,initial,,
코스피 200,007310,오뚜기,,initial,,
코스피 200,007410,대우전자,,initial,1999-12-10,log
코스피 200,007570,일양약품,,initial,2003-06-13,log
코스피 200,007610,선도전기,,initial,2002-06-14,log
코스피 200,007630,지에스인스트루,,initial,2001-09-21,log
코스피 200,007690,국도화학,,initial,2006-06-09,log
코스피 200,008000,도레이케미칼,,initial,2001-06-15,log
코스피 200,008060,대덕,,initial,2020-06-12,log
코스피 200,008400,C&중공업,,initial,1999-06-11,log
코스피 200,008670,굿모닝신한증권,,initial,2004-12-21,log
코스피 200,008770,호텔신라,,initial,2000-06-09,log
코스피 200,008930,한미사이언스,,initial,2011-06-10,log
코스피 200,009150,삼성전기,,initial,,
코스피 200,009290,광동제약,,initial,2011-06-10,log
코스피 200,009410,태영건설,,initial,1999-06-11,log
코스피 200,009720,전기초자,,initial,2011-01-31,log
코스피 200,009760,한국컴퓨터지주,,initial,1999-06-11,log
코스피 200,009830,한화솔루션,,initial,,
코스피 200,010120,LS ELECTRIC,,initial,,
코스피 200,010130,고려아연,,initial,,
코스피 200,010140,삼성중공업,,initial,,
코스피 200,010510,일진,,initial,2003-10-14,log
코스피 200,010520,현대하이스코,,initial,2015-06-29,log
코스피 200,010620,HD현대미포,,initial,2025-11-27,log
코스피 200,010950,S-Oil,,initial,,
코스피 200,011170,롯데케미칼,,initial,,
코스피 200,011200,HMM,,initial,2002-06-14,log
코스피 200,011650,LG정보,,initial,2000-08-30,log
코스피 200,011760,현대상사,,initial,2001-06-15,log
코스피 200,011780,금호석유화학,,initial,,
코스피 200,012090,성원건설,,initial,1999-04-14,log
코스피 200,012330,현대모비스,,initial,,
코스피 200,012450,한화에어로스페이스,,initial,,
코스피 200,012600,청호컴넷,,initial,2004-06-11,log
코스피 200,012630,HDC,,initial,2021-06-11,log
코스피 200,014160,대영포장,,initial,2000-05-29,log
코스피 200,014680,한솔케미칼,,initial,2003-06-13,log
코스피 200,014820,동원시스템즈,,initial,2004-06-11,log
코스피 200,014900,삼보컴퓨터,,initial,2005-06-10,log
코스피 200,015360,예스코,,initial,1999-06-11,log
코스피 200,015760,한국전력,,initial,,
코스피 200,015940,LG데이콤,,initial,2003-06-13,log
코스피 200,016160,오라에너지,,initial,2002-06-14,log
코스피 200,016360,삼성증권,,initial,,
코스피 200,016380,KG스틸,,initial,2013-06-14,log
코스피 200,016800,퍼시스,,initial,1999-06-11,log
코스피 200,016830,한미은행,,initial,2004-06-11,log
코스피 200,017390,서울가스,,initial,1999-06-11,log
코스피 200,017670,SK텔레콤,,initial,,
코스피 200,017800,현대엘리베이터,,initial,,
코스피 200,017960,한국카본,,initial,2004-06-11,log
코스피 200,018360,메디슨,,initial,2002-01-30,log
코스피 200,018880,한온시스템,,initial,,
코스피 200,025830,한국합섬,,initial,2002-06-14,log
코스피 200,025850,KPX화인케미칼,,initial,1999-06-11,log
코스피 200,025860,남해화학,,initial,2020-12-11,log
코스피 200,026870,대한가스,,initial,1999-06-11,log
코스피 200,029530,신도리코,,initial,2018-06-15,log
코스피 200,030210,KTB투자증권,,initial,1999-06-11,log
코스피 200,009320,대우부품,1999-01-04,log,2000-06-09,log
코스피 200,005830,DB손해보험,1999-01-08,log,1999-06-11,log
코스피 200,006350,전북은행,1999-01-11,log,1999-06-11,log
코스피 200,000400,롯데손해보험,1999-01-26,log,1999-06-11,log
코스피 200,030200,KT,1999-03-12,log,,
코스피 200,005190,동성화학,1999-03-22,log,2002-06-14,log
코스피 200,011160,두산건설,1999-03-22,log,2001-03-05,log
코스피 200,009680,모토닉,1999-04-08,log,2003-06-13,log
코스피 200,003070,코오롱건설,1999-04-14,log,1999-06-11,log
코스피 200,004140,동방,1999-04-15,log,1999-06-11,log
코스피 200,000390,삼화페인트,1999-06-11,log,2000-06-09,log
코스피 200,001510,SK증권,1999-06-11,log,2003-06-13,log
코스피 200,002170,삼양통상,1999-06-11,log,2000-06-09,log
코스피 200,002200,수출포장,1999-06-11,log,2003-06-13,log
코스피 200,002960,한국쉘석유,1999-06-11,log,2000-06-09,log
코스피 200,003160,디아이,1999-06-11,log,2006-06-09,log
코스피 200,004830,덕성,1999-06-11,log,2006-06-09,log
코스피 200,005180,빙그레,1999-06-11,log,2021-06-11,log
코스피 200,005500,삼진제약,1999-06-11,log,2008-06-13,log
코스피 200,005680,삼영전자,1999-06-11,log,2001-06-15,log
코스피 200,005720,넥센,1999-06-11,log,2001-06-15,log
코스피 200,005950,이수화학,1999-06-11,log,2007-06-15,log
코스피 200,007540,샘표식품,1999-06-11,log,2000-06-09,log
코스피 200,007810,코리아써키트,1999-06-11,log,2007-06-15,log
코스피 200,008490,서흥,1999-06-11,log,2000-06-09,log
코스피 200,008600,미래와사람,1999-06-11,log,2000-06-09,log
코스피 200,008730,율촌화학,1999-06-11,log,2012-06-15,log
코스피 200,008810,LG종금,1999-06-11,log,2004-01-30,synthetic
코스피 200,009050,대한알미늄,1999-06-11,log,2004-01-30,synthetic
코스피 200,009200,무림페이퍼,1999-06-11,log,2011-06-10,log
코스피 200,009280,다함이텍,1999-06-11,log,2004-06-11,log
코스피 200,010110,고려화학,1999-06-11,log,2004-01-30,synthetic
코스피 200,011050,케드콤,1999-06-11,log,2002-06-14,log
코스피 200,011090,에넥스,1999-06-11,log,2002-06-14,log
코스피 200,011280,태림포장,1999-06-11,log,2002-06-14,log
코스피 200,011300,성안,1999-06-11,log,2001-06-15,log
코스피 200,011790,SKC,1999-06-11,log,,
코스피 200,012200,계양전기,1999-06-11,log,2005-06-10,log
코스피 200,012610,경인양행,1999-06-11,log,2003-06-13,log
코스피 200,012800,대창공업,1999-06-11,log,2002-06-14,log
코스피 200,017900,광전자,1999-06-11,log,2001-06-15,log
코스피 200,018550,한국안전유리,1999-06-11,log,2004-01-30,synthetic
코스피 200,019300,동일제지,1999-06-11,log,2002-06-14,log
코스피 200,023960,에쓰씨엔지니어링,1999-06-11,log,2002-06-14,log
코스피 200,024890,대원화성,1999-06-11,log,2002-06-14,log
코스피 200,025000,KPX케미칼,1999-06-11,log,2014-06-13,log
코스피 200,025530,SJM,1999-06-11,log,2006-06-09,log
코스피 200,025560,미래산업,1999-06-11,log,2008-06-13,log
코스피 200,025930,팬택,1999-06-11,log,2007-04-12,log
코스피 200,027840,고덴시,1999-06-11,log,2001-06-15,log
코스피 200,029460,케이씨텍,1999-06-11,log,2009-06-12,log
코스피 200,031820,콤텍시스템,1999-06-11,log,2004-06-11,log
코스피 200,016880,웅진닷컴,1999-07-22,log,2004-06-11,log
코스피 200,001200,유진투자증권,1999-09-10,log,2000-06-09,log
코스피 200,005270,대구은행,1999-09-10,log,2000-06-09,log
코스피 200,017300,KDS,1999-10-27,log,2001-10-29,log
코스피 200,001720,신영증권,1999-11-01,log,2000-06-09,log
코스피 200,000760,이화산업,1999-12-10,log,2003-06-13,log
코스피 200,009540,HD한국조선해양,1999-12-10,log,,
코스피 200,009970,영원무역홀딩스,1999-12-10,log,2000-06-09,log
코스피 200,016590,신대양제지,1999-12-10,log,2000-06-09,log
코스피 200,033780,KT&G,1999-12-10,log,,
코스피 200,024900,덕양산업,2000-04-12,log,2003-06-13,log
코스피 200,011930,신성홀딩스,2000-04-17,log,2010-06-11,log
코스피 200,010150,한국코아,2000-05-04,log,2003-06-13,log
코스피 200,014040,GPS,2000-05-29,log,2002-03-22,log
코스피 200,000270,기아,2000-06-09,log,,
코스피 200,000810,삼성화재,2000-06-09,log,,
코스피 200,001210,금호전기,2000-06-09,log,2012-06-15,log
코스피 200,001740,SK네트웍스,2000-06-09,log,2003-04-01,log
코스피 200,004130,대덕GDS,2000-06-09,log,2001-06-15,log
코스피 200,007860,서연,2000-06-09,log,2004-06-11,log
코스피 200,009180,한솔CSN,2000-06-09,log,2001-06-15,log
코스피 200,009270,신원,2000-06-09,log,2004-06-11,log
코스피 200,009890,맥슨텔레콤,2000-06-09,log,2001-04-02,log
코스피 200,010060,OCI홀딩스,2000-06-09,log,,
코스피 200,011690,유양디앤유,2000-06-09,log,2002-06-14,log
코스피 200,012750,에스원,2000-06-09,log,,
코스피 200,014440,영보화학,2000-06-09,log,2004-06-11,log
코스피 200,014740,금호케미칼,2000-06-09,log,2004-01-30,synthetic
코스피 200,017810,풀무원,2000-06-09,log,2005-06-10,log
코스피 200,019490,하이트론,2000-06-09,log,2003-06-13,log
코스피 200,020000,한섬,2000-06-09,log,2023-12-15,log
코스피 200,023590,다우기술,2000-06-09,log,2002-06-14,log
코스피 200,024070,WISCOM,2000-06-09,log,2001-06-15,log
코스피 200,025850,KPX화인케미칼,2000-06-09,log,2005-06-10,log
코스피 200,026890,디피씨,2000-06-09,log,2004-06-11,log
코스피 200,030000,제일기획,2000-06-09,log,,
코스피 200,002350,넥센타이어,2000-08-30,log,2022-06-10,log
코스피 200,001980,대호,2000-11-02,log,2002-06-14,log
코스피 200,030210,KTB투자증권,2000-12-19,log,2001-06-15,log
코스피 200,003680,한성기업,2001-01-16,log,2002-06-14,log
코스피 200,002950,두산건설,2001-03-05,log,2002-06-14,log
코스피 200,010770,평화산업,2001-03-30,log,2006-06-09,log
코스피 200,003070,코오롱건설,2001-04-02,log,2002-06-14,log
코스피 200,008480,KEP전자,2001-04-02,log,2002-03-25,log
코스피 200,009190,대양금속,2001-04-02,log,2001-06-15,log
코스피 200,015860,일진홀딩스,2001-04-02,log,2001-06-15,log
코스피 200,018590,KNC,2001-04-02,log,2002-06-14,log
코스피 200,023800,인지컨트롤스,2001-04-02,log,2001-06-15,log
코스피 200,001690,두산테크팩,2001-04-16,log,2001-12-27,log
코스피 200,000320,디피아이홀딩스,2001-06-15,log,2007-06-15,log
코스피 200,000390,삼화페인트,2001-06-15,log,2006-06-09,log
코스피 200,001570,금양,2001-06-15,log,2003-06-13,log
코스피 200,001620,동국실업,2001-06-15,log,2002-06-14,log
코스피 200,003540,대신증권,2001-06-15,log,2006-06-09,log
코스피 200,005600,중앙제지,2001-06-15,log,2002-06-14,log
코스피 200,006250,극동전선,2001-06-15,log,2002-06-14,log
코스피 200,006650,대한유화,2001-06-15,log,,
코스피 200,007210,벽산,2001-06-15,log,2004-07-01,log
코스피 200,007700,F&F홀딩스,2001-06-15,log,2004-06-11,log
코스피 200,009330,삼애인더스,2001-06-15,log,2001-09-28,log
코스피 200,009760,한국컴퓨터지주,2001-06-15,log,2003-06-13,log
코스피 200,011810,STX,2001-06-15,log,2004-06-11,log
코스피 200,013520,화승알앤에이,2001-06-15,log,2004-06-11,log
코스피 200,016580,환인제약,2001-06-15,log,2004-06-11,log
코스피 200,019930,기라정보통신,2001-06-15,log,2002-12-09,log
코스피 200,033240,자화전자,2001-06-15,log,2008-06-13,log
코스피 200,035150,백산,2001-06-15,log,2004-06-11,log
코스피 200,036460,한국가스공사,2001-06-15,log,,
코스피 200,004910,조광페인트,2001-07-02,log,2002-06-14,log
코스피 200,016570,태평양제약,2001-09-03,log,2002-06-14,log
코스피 200,055550,신한지주,2001-09-11,log,,
코스피 200,015260,큐엔텍코리아,2001-09-21,log,2002-09-13,log
코스피 200,002250,근화제약,2001-09-28,log,2003-06-13,log
코스피 200,000480,조선내화,2001-10-29,log,2006-06-09,log
코스피 200,005890,동원증권,2001-11-09,log,2002-06-14,log
코스피 200,060000,국민은행,2001-11-12,log,2008-10-31,synthetic
코스피 200,002900,동양물산,2001-12-27,log,2002-06-14,log
코스피 200,006660,삼성공조,2002-01-30,log,2004-06-11,log
코스피 200,009080,퍼시픽글라스,2002-03-22,log,2005-07-14,log
코스피 200,001820,삼화콘덴서,2002-03-25,log,2002-06-14,log
코스피 200,000180,성창기업,2002-06-14,log,2004-06-11,log
코스피 200,000720,현대건설,2002-06-14,log,,
코스피 200,000970,한국주철관,2002-06-14,log,2004-06-11,log
코스피 200,002270,롯데푸드,2002-06-14,log,2020-12-11,log
코스피 200,003120,일성신약,2002-06-14,log,2004-06-11,log
코스피 200,003410,쌍용C&E,2002-06-14,log,2024-06-14,log
코스피 200,003620,KG모빌리티,2002-06-14,log,2009-01-13,log
코스피 200,004130,대덕GDS,2002-06-14,log,2012-06-15,log
코스피 200,005010,휴스틸,2002-06-14,log,2004-06-11,log
코스피 200,005440,현대그린푸드,2002-06-14,log,2003-06-13,log
코스피 200,005680,삼영전자,2002-06-14,log,2012-06-15,log
코스피 200,006380,카프로,2002-06-14,log,2004-06-11,log
코스피 200,006600,동신제약,2002-06-14,log,2004-06-11,log
코스피 200,006840,AK홀딩스,2002-06-14,log,2010-06-11,log
코스피 200,008970,동양철관,2002-06-14,log,2004-06-11,log
코스피 200,011230,삼화전자,2002-06-14,log,2003-06-13,log
코스피 200,011840,계몽사,2002-06-14,log,2003-04-30,log
코스피 200,015670,AP우주통신,2002-06-14,log,2003-06-13,log
코스피 200,017900,광전자,2002-06-14,log,2004-12-10,log
코스피 200,024070,WISCOM,2002-06-14,log,2004-06-11,log
코스피 200,025540,한국단자,2002-06-14,log,2020-06-12,log
코스피 200,032710,LG카드,2002-06-14,log,2004-03-29,log
코스피 200,034020,두산에너빌리티,2002-06-14,log,,
코스피 200,042660,한화오션,2002-06-14,log,2017-05-11,log
코스피 200,042670,HD현대인프라코어,2002-06-14,log,2025-12-29,log
코스피 200,047040,대우건설,2002-06-14,log,,
코스피 200,051900,LG생활건강,2002-06-14,log,,
코스피 200,051910,LG화학,2002-06-14,log,,
코스피 200,066570,LG전자,2002-06-14,log,,
코스피 200,053000,우리금융,2002-09-13,log,2014-11-28,synthetic
코스피 200,015260,큐엔텍코리아,2002-12-09,log,2003-06-13,log
코스피 200,002860,하나은행,2002-12-16,log,2006-01-31,synthetic
코스피 200,008770,호텔신라,2003-02-27,log,2003-06-13,log
코스피 200,001120,LX인터내셔널,2003-04-01,log,2025-06-13,log
코스피 200,001620,동국실업,2003-04-23,log,2003-06-13,log
코스피 200,005190,동성화학,2003-04-30,log,2003-06-13,log
코스피 200,000950,전방,2003-06-13,log,2004-01-02,log
코스피 200,001020,페이퍼코리아,2003-06-13,log,2004-06-11,log
코스피 200,001370,FnC코오롱,2003-06-13,log,2009-06-12,log
코스피 200,002240,고려제강,2003-06-13,log,2020-09-11,log
코스피 200,003660,고려시멘트,2003-06-13,log,2005-06-10,log
코스피 200,004010,롯데미도파,2003-06-13,log,2004-06-11,log
코스피 200,005070,코스모신소재,2003-06-13,log,2006-06-09,log
코스피 200,005280,부산은행,2003-06-13,log,2011-03-31,synthetic
코스피 200,005870,휴니드,2003-06-13,log,2004-06-11,log
코스피 200,006250,극동전선,2003-06-13,log,2004-06-11,log
코스피 200,007340,DN오토모티브,2003-06-13,log,2006-06-09,log
코스피 200,008000,도레이케미칼,2003-06-13,log,2015-06-12,log
코스피 200,008350,남선알미늄,2003-06-13,log,2004-06-11,log
코스피 200,008490,서흥,2003-06-13,log,2004-06-11,log
코스피 200,008900,트라이브랜즈,2003-06-13,log,2008-06-13,log
코스피 200,011020,코오롱유화,2003-06-13,log,2007-06-29,synthetic
코스피 200,012990,LG석유화학,2003-06-13,log,2007-10-30,log
코스피 200,015860,일진홀딩스,2003-06-13,log,2009-06-12,log
코스피 200,015890,태경산업,2003-06-13,log,2006-06-09,log
코스피 200,020760,일진디스플,2003-06-13,log,2005-06-10,log
코스피 200,021240,코웨이,2003-06-13,log,,
코스피 200,024720,한국콜마,2003-06-13,log,2004-06-11,log
코스피 200,027840,고덴시,2003-06-13,log,2004-06-11,log
코스피 200,049770,동원F&B,2003-06-13,log,2009-06-12,log
코스피 200,064960,SNT모티브,2003-06-13,log,2022-06-10,log
코스피 200,002540,현대페스,2003-10-14,log,2004-06-11,log
코스피 200,011090,에넥스,2004-01-02,log,2004-06-11,log
코스피 200,005270,대구은행,2004-03-29,log,2011-06-30,synthetic
코스피 200,001510,SK증권,2004-03-31,log,2004-06-11,log
코스피 200,000050,경방,2004-06-11,log,2005-06-10,log
코스피 200,000430,대원강업,2004-06-11,log,2008-06-13,log
코스피 200,000670,영풍,2004-06-11,log,2024-12-13,log
코스피 200,001130,대한제분,2004-06-11,log,2013-06-14,log
코스피 200,001230,동국제강,2004-06-11,log,2023-06-21,log
코스피 200,001430,세아베스틸지주,2004-06-11,log,2020-12-11,log
코스피 200,002390,한독약품,2004-06-11,log,2007-06-15,log
코스피 200,003200,일신방직,2004-06-11,log,2006-06-09,log
코스피 200,003240,태광산업,2004-06-11,log,2023-12-15,log
코스피 200,003570,S&T중공업,2004-06-11,log,2017-06-09,log
코스피 200,003640,유니온스틸,2004-06-11,log,2012-06-15,log
코스피 200,003920,남양유업,2004-06-11,log,2020-06-12,log
코스피 200,003960,대림수산,2004-06-11,log,2004-06-29,log
코스피 200,004560,BNG스틸,2004-06-11,log,2006-06-09,log
코스피 200,004710,한솔테크닉스,2004-06-11,log,2005-06-10,log
코스피 200,004990,롯데지주,2004-06-11,log,,
코스피 200,005300,롯데칠성,2004-06-11,log,,
코스피 200,005850,에스엘,2004-06-11,log,2008-06-13,log
코스피 200,006280,녹십자,2004-06-11,log,,
코스피 200,007660,이수페타시스,2004-06-11,log,2006-06-09,log
코스피 200,010820,퍼스텍,2004-06-11,log,2007-06-15,log
코스피 200,011200,HMM,2004-06-11,log,2016-03-16,log
코스피 200,013570,디와이,2004-06-11,log,2010-06-11,log
코스피 200,016800,퍼시스,2004-06-11,log,2012-06-15,log
코스피 200,017300,KDS,2004-06-11,log,2005-04-01,log
코스피 200,024110,기업은행,2004-06-11,log,,
코스피 200,032390,KTF,2004-06-11,log,2009-06-12,log
코스피 200,034120,SBS,2004-06-11,log,2019-06-14,log
코스피 200,035250,강원랜드,2004-06-11,log,,
코스피 200,036530,S&T홀딩스,2004-06-11,log,2008-06-13,log
코스피 200,036570,엔씨소프트,2004-06-11,log,,
코스피 200,042100,현대오토넷,2004-06-11,log,2009-06-23,log
코스피 200,058430,포스코강판,2004-06-11,log,2008-06-13,log
코스피 200,064420,케이피케미칼,2004-06-11,log,2012-12-20,log
코스피 200,068870,LG생명과학,2004-06-11,log,2016-12-28,log
코스피 200,069260,TKG휴켐스,2004-06-11,log,,
코스피 200,069620,대웅제약,2004-06-11,log,,
코스피 200,069960,현대백화점,2004-06-11,log,,
코스피 200,033530,세종공업,2004-06-29,log,2007-06-15,log
코스피 200,005420,코스모화학,2004-07-01,log,2005-06-10,log
코스피 200,034220,LG디스플레이,2004-12-10,log,,
코스피 200,003690,코리안리,2004-12-21,log,2009-06-12,log
코스피 200,005740,크라운해태홀딩스,2005-04-01,log,2009-03-13,log
코스피 200,017900,광전자,2005-04-01,log,2005-06-10,log
코스피 200,001520,동양,2005-06-10,log,2013-10-02,log
코스피 200,001630,종근당홀딩스,2005-06-10,log,2014-06-13,log
코스피 200,003520,영진약품,2005-06-10,log,2010-09-10,log
코스피 200,006380,카프로,2005-06-10,log,2007-09-14,log
코스피 200,019680,대교,2005-06-10,log,2020-12-11,log
코스피 200,025750,한솔홈데코,2005-06-10,log,2007-06-15,log
코스피 200,047050,포스코인터내셔널,2005-06-10,log,,
코스피 200,063350,팬택앤큐리텔,2005-06-10,log,2007-04-12,log
코스피 200,067250,STX조선해양,2005-06-10,log,2013-08-19,log
코스피 200,071050,한국금융지주,2005-06-10,log,,
코스피 200,007190,이엔페이퍼,2005-07-14,log,2008-06-13,log
코스피 200,086790,하나금융지주,2005-12-13,log,,
코스피 200,000230,일동홀딩스,2006-06-09,log,2011-06-10,log
코스피 200,001740,SK네트웍스,2006-06-09,log,2025-06-13,log
코스피 200,002000,한국유리,2006-06-09,log,2009-06-12,log
코스피 200,002630,오리엔트바이오,2006-06-09,log,2008-06-13,log
코스피 200,003230,삼양식품,2006-06-09,log,2008-06-13,log
코스피 200,004710,한솔테크닉스,2006-06-09,log,2018-03-09,log
코스피 200,007570,일양약품,2006-06-09,log,2021-12-10,log
코스피 200,010780,아이에스동서,2006-06-09,log,2008-06-13,log
코스피 200,013240,셀런,2006-06-09,log,2009-06-12,log
코스피 200,014820,동원시스템즈,2006-06-09,log,2011-06-10,log
코스피 200,023530,롯데쇼핑,2006-06-09,log,,
코스피 200,032710,LG카드,2006-06-09,log,2007-06-15,log
코스피 200,073240,금호타이어,2006-06-09,log,2010-04-02,log
코스피 200,077970,STX엔진,2006-06-09,log,2014-04-14,log
코스피 200,078930,GS,2006-06-09,log,,
코스피 200,015890,태경산업,2007-04-12,log,2007-06-15,log
코스피 200,016580,환인제약,2007-04-12,log,2008-06-13,log
코스피 200,004230,세신,2007-04-27,log,2007-06-15,log
코스피 200,000020,동화약품,2007-06-15,log,2011-06-10,log
코스피 200,000480,조선내화,2007-06-15,log,2013-06-14,log
코스피 200,003120,일성신약,2007-06-15,log,2013-01-03,log
코스피 200,003830,대한화섬,2007-06-15,log,2008-07-02,log
코스피 200,011000,VGX인터,2007-06-15,log,2008-06-13,log
코스피 200,017960,한국카본,2007-06-15,log,2011-06-10,log
코스피 200,027970,세하,2007-06-15,log,2010-06-11,log
코스피 200,028050,삼성E&A,2007-06-15,log,,
코스피 200,037620,미래에셋증권,2007-06-15,log,2016-12-21,log
코스피 200,042700,한미반도체,2007-06-15,log,2009-06-12,log
코스피 200,084870,TBH글로벌,2007-06-15,log,2009-06-12,log
코스피 200,003550,LG,2007-09-14,log,,
코스피 200,096770,SK이노베이션,2007-09-14,log,,
코스피 200,006380,카프로,2007-10-30,log,2015-06-12,log
코스피 200,000050,경방,2008-06-13,log,2013-06-14,log
코스피 200,004560,BNG스틸,2008-06-13,log,2009-06-12,log
코스피 200,008320,한국기술산업,2008-06-13,log,2010-02-25,log
코스피 200,011400,케이씨오에너지,2008-06-13,log,2010-04-02,log
코스피 200,011810,STX,2008-06-13,log,2013-09-02,log
코스피 200,014830,유니드,2008-06-13,log,2020-12-11,log
코스피 200,014990,인디에프,2008-06-13,log,2010-06-11,log
코스피 200,015590,대경기계,2008-06-13,log,2011-06-10,log
코스피 200,025850,KPX화인케미칼,2008-06-13,log,2012-06-15,log
코스피 200,084010,대한제강,2008-06-13,log,2012-06-15,log
코스피 200,090430,아모레퍼시픽,2008-06-13,log,,
코스피 200,091090,세원셀론텍,2008-06-13,log,2011-06-10,log
코스피 200,093050,LF,2008-06-13,log,2020-12-11,log
코스피 200,093370,후성,2008-06-13,log,,
코스피 200,009440,KC그린홀딩스,2008-07-02,log,2010-06-11,log
코스피 200,105560,KB금융,2008-10-13,log,,
코스피 200,005090,삼광글라스,2009-01-13,log,2017-06-09,log
코스피 200,035420,NAVER,2009-03-13,log,,
코스피 200,000120,CJ대한통운,2009-06-12,log,,
코스피 200,001790,대한제당,2009-06-12,log,2011-06-10,log
코스피 200,002390,한독약품,2009-06-12,log,2011-06-10,log
코스피 200,004490,세방전지,2009-06-12,log,,
코스피 200,007340,DN오토모티브,2009-06-12,log,2017-12-15,log
코스피 200,009580,무림P&P,2009-06-12,log,2016-06-10,log
코스피 200,009680,모토닉,2009-06-12,log,2016-06-10,log
코스피 200,028670,팬오션,2009-06-12,log,2013-06-11,log
코스피 200,029780,삼성카드,2009-06-12,log,,
코스피 200,051310,포스코플랜텍,2009-06-12,log,2015-06-12,log
코스피 200,085310,엔케이,2009-06-12,log,2011-06-10,log
코스피 200,097230,한진중공업,2009-06-12,log,2019-04-15,log
코스피 200,097950,CJ제일제당,2009-06-12,log,,
코스피 200,005500,삼진제약,2009-06-23,log,2011-06-10,log
코스피 200,100840,S&TC,2010-02-25,log,2011-06-10,log
코스피 200,004890,동일산업,2010-04-02,log,2010-06-11,log
코스피 200,010780,아이에스동서,2010-04-02,log,2010-06-11,log
코스피 200,003190,알앤엘바이오,2010-06-11,log,2013-04-03,log
코스피 200,004430,송원산업,2010-06-11,log,2015-06-12,log
코스피 200,011070,LG이노텍,2010-06-11,log,,
코스피 200,032640,LG유플러스,2010-06-11,log,,
코스피 200,086280,현대글로비스,2010-06-11,log,,
코스피 200,103140,풍산,2010-06-11,log,,
코스피 200,103150,하이트맥주,2010-06-11,log,2011-08-30,log
코스피 200,103590,일진전기,2010-06-11,log,2013-06-14,log
코스피 200,104700,한국철강,2010-06-11,log,2017-06-09,log
코스피 200,108670,LX하우시스,2010-06-11,log,2021-12-10,log
코스피 200,032830,삼성생명,2010-09-10,log,,
코스피 200,003520,영진약품,2011-01-31,log,2011-06-10,log
코스피 200,138930,BNK금융지주,2011-03-31,log,,
코스피 200,139130,iM금융지주,2011-06-08,log,2011-06-10,log
코스피 200,000080,하이트진로,2011-06-10,log,,
코스피 200,002960,한국쉘석유,2011-06-10,log,2020-06-12,log
코스피 200,003620,KG모빌리티,2011-06-10,log,2020-06-12,log
코스피 200,005850,에스엘,2011-06-10,log,2020-06-12,log
코스피 200,007690,국도화학,2011-06-10,log,2017-06-09,log
코스피 200,007860,서연,2011-06-10,log,2016-06-10,log
코스피 200,010690,화신,2011-06-10,log,2016-06-10,log
코스피 200,010780,아이에스동서,2011-06-10,log,2024-06-14,log
코스피 200,013570,디와이,2011-06-10,log,2015-06-12,log
코스피 200,017900,광전자,2011-06-10,log,2012-06-15,log
코스피 200,020760,일진디스플,2011-06-10,log,2015-06-12,log
코스피 200,033530,세종공업,2011-06-10,log,2016-06-10,log
코스피 200,034730,SK,2011-06-10,log,,
코스피 200,052690,한전기술,2011-06-10,log,,
