date,index,action,isin,ticker,name
2015-12-11,코스닥 150,REMOVE,KR7038060000,038060,루멘스
2015-12-11,코스닥 150,REMOVE,KR7038390001,038390,레드캡투어
2015-12-11,코스닥 150,REMOVE,KR7043610005,043610,KT뮤직
2015-12-11,코스닥 150,REMOVE,KR7051360006,051360,토비스
2015-12-11,코스닥 150,REMOVE,KR7051370005,051370,인터플렉스
2015-12-11,코스닥 150,REMOVE,KR7072870009,072870,메가스터디
2015-12-11,코스닥 150,REMOVE,KR7083650002,083650,비에이치아이
2015-12-11,코스닥 150,REMOVE,KR7093920007,093920,서원인텍
2015-12-11,코스닥 150,REMOVE,KR7101730000,101730,조이맥스
2016-03-16,코스닥 150,ADD,KR7160550000,160550,NEW
2016-03-16,코스닥 150,REMOVE,KR7066270000,066270,SK컴즈
2016-04-08,코스닥 150,ADD,KR7063170005,063170,서울옥션
2016-04-08,코스닥 150,REMOVE,KR7023890007,023890,아트라스BX
2016-06-10,코스닥 150,ADD,KR7036930006,036930,주성엔지니어링
2016-06-10,코스닥 150,ADD,KR7039840004,039840,디오
2016-06-10,코스닥 150,ADD,KR7054620000,054620,AP시스템
2016-06-10,코스닥 150,ADD,KR7065160004,065160,에프티이앤이
2016-06-10,코스닥 150,ADD,KR7068760008,068760,셀트리온제약
2016-06-10,코스닥 150,ADD,KR7115450009,115450,지트리비앤티
2016-06-10,코스닥 150,ADD,KR7145020004,145020,휴젤
2016-06-10,코스닥 150,ADD,KR7182400002,182400,에이티젠
2016-06-10,코스닥 150,ADD,KR7214370009,214370,케어젠
2016-06-10,코스닥 150,ADD,KR7222040008,222040,뉴트리바이오텍
2016-06-10,코스닥 150,REMOVE,KR7011040003,011040,경동제약
2016-06-10,코스닥 150,REMOVE,KR7021320007,021320,KCC건설
2016-06-10,코스닥 150,REMOVE,KR7031980006,031980,피에스케이
2016-06-10,코스닥 150,REMOVE,KR7041520008,041520,이라이콤
2016-06-10,코스닥 150,REMOVE,KR7046140000,046140,SBS콘텐츠허브
2016-06-10,코스닥 150,REMOVE,KR7092070002,092070,디엔에프
2016-06-10,코스닥 150,REMOVE,KR7094840006,094840,슈프리마에이치큐
2016-06-10,코스닥 150,REMOVE,KR7138070008,138070,신진에스엠
2016-06-10,코스닥 150,REMOVE,KR7194480000,194480,데브시스터즈
2016-06-10,코스닥 150,REMOVE,KR7215000001,215000,골프존
2016-07-15,코스닥 150,ADD,KR7036630002,036630,세종텔레콤
2016-12-09,코스닥 150,ADD,KR7006910004,006910,보성파워텍
2016-12-09,코스닥 150,ADD,KR7014200000,014200,광림
2016-12-09,코스닥 150,ADD,KR7049180003,049180,셀루메드
2016-12-09,코스닥 150,ADD,KR7058820002,058820,CMG제약
2016-12-09,코스닥 150,ADD,KR7064240005,064240,홈캐스트
2016-12-09,코스닥 150,ADD,KR7064760002,064760,티씨케이
2016-12-09,코스닥 150,ADD,KR7109610006,109610,에스와이패널
2016-12-09,코스닥 150,ADD,KR7115960007,115960,연우
2016-12-09,코스닥 150,ADD,KR7141080002,141080,레고켐바이오
2016-12-09,코스닥 150,ADD,KR7215360009,215360,우리산업
2016-12-09,코스닥 150,ADD,KR7237690003,237690,에스티팜
2016-12-09,코스닥 150,ADD,KR7240810002,240810,원익IPS
2016-12-09,코스닥 150,REMOVE,KR7011370004,011370,서한
2016-12-09,코스닥 150,REMOVE,KR7018310003,018310,삼목에스폼
2016-12-09,코스닥 150,REMOVE,KR7032190001,032190,다우데이타
2016-12-09,코스닥 150,REMOVE,KR7036030005,036030,KTH
2016-12-09,코스닥 150,REMOVE,KR7036800001,036800,나이스정보통신
2016-12-09,코스닥 150,REMOVE,KR7038500005,038500,동양시멘트
2016-12-09,코스닥 150,REMOVE,KR7046440004,046440,KG모빌리언스
2016-12-09,코스닥 150,REMOVE,KR7052790003,052790,액토즈소프트
2016-12-09,코스닥 150,REMOVE,KR7067280008,067280,멀티캠퍼스
2016-12-09,코스닥 150,REMOVE,KR7100700004,100700,세운메디칼
2016-12-09,코스닥 150,REMOVE,KR7115160004,115160,휴맥스
2016-12-09,코스닥 150,REMOVE,KR7143240000,143240,사람인에이치알
2017-06-09,코스닥 150,ADD,KR7036540003,036540,SFA반도체
2017-06-09,코스닥 150,ADD,KR7038540001,038540,텍셀네트컴
2017-06-09,코스닥 150,ADD,KR7051370005,051370,인터플렉스
2017-06-09,코스닥 150,ADD,KR7065060006,065060,지엔코
2017-06-09,코스닥 150,ADD,KR7066970005,066970,엘앤에프
2017-06-09,코스닥 150,ADD,KR7078150000,078150,HB테크놀러지
2017-06-09,코스닥 150,ADD,KR7089140008,089140,넥스턴
2017-06-09,코스닥 150,ADD,KR7095610002,095610,테스
2017-06-09,코스닥 150,ADD,KR7215600008,215600,신라젠
2017-06-09,코스닥 150,ADD,KR7237880000,237880,클리오
2017-06-09,코스닥 150,ADD,KR7241710003,241710,코스메카코리아
2017-06-09,코스닥 150,ADD,KR7243070000,243070,휴온스
2017-06-09,코스닥 150,ADD,KR7265520007,265520,AP시스템
2017-06-09,코스닥 150,REMOVE,KR7006910004,006910,보성파워텍
2017-06-09,코스닥 150,REMOVE,KR7024950008,024950,삼천리자전거
2017-06-09,코스닥 150,REMOVE,KR7033560004,033560,블루콤
2017-06-09,코스닥 150,REMOVE,KR7049180003,049180,셀루메드
2017-06-09,코스닥 150,REMOVE,KR7052260007,052260,SK바이오랜드
2017-06-09,코스닥 150,REMOVE,KR7052400009,052400,코나아이
2017-06-09,코스닥 150,REMOVE,KR7054780002,054780,키이스트
2017-06-09,코스닥 150,REMOVE,KR7060590007,060590,씨티씨바이오
2017-06-09,코스닥 150,REMOVE,KR7063170005,063170,서울옥션
2017-06-09,코스닥 150,REMOVE,KR7095340006,095340,ISC
2017-06-09,코스닥 150,REMOVE,KR7114120009,114120,크루셜텍
2017-06-09,코스닥 150,REMOVE,KR7123420002,123420,선데이토즈
2017-06-09,코스닥 150,REMOVE,KR7140410002,140410,메지온
2017-07-10,코스닥 150,ADD,KR7090470006,090470,제이스텍
2017-12-15,코스닥 150,ADD,KR7003380003,003380,제일홀딩스
2017-12-15,코스닥 150,ADD,KR7007390008,007390,네이처셀
2017-12-15,코스닥 150,ADD,KR7007820004,007820,에스엠코어
2017-12-15,코스닥 150,ADD,KR7018000000,018000,유니슨
2017-12-15,코스닥 150,ADD,KR7031980006,031980,피에스케이
2017-12-15,코스닥 150,ADD,KR7033290008,033290,코웰패션
2017-12-15,코스닥 150,ADD,KR7049950009,049950,미래컴퍼니
2017-12-15,코스닥 150,ADD,KR7080420003,080420,모다이노칩
2017-12-15,코스닥 150,ADD,KR7086520004,086520,에코프로
2017-12-15,코스닥 150,ADD,KR7090460007,090460,비에이치
2017-12-15,코스닥 150,ADD,KR7091990002,091990,셀트리온헬스케어
2017-12-15,코스닥 150,ADD,KR7263750002,263750,펄어비스
2017-12-15,코스닥 150,ADD,KR7272290008,272290,이녹스첨단소재
2017-12-15,코스닥 150,REMOVE,KR7005990007,005990,매일홀딩스
2017-12-15,코스닥 150,REMOVE,KR7013030002,013030,하이록코리아
2017-12-15,코스닥 150,REMOVE,KR7013990007,013990,아가방컴퍼니
2017-12-15,코스닥 150,REMOVE,KR7054620000,054620,APS홀딩스
2017-12-15,코스닥 150,REMOVE,KR7054670005,054670,대한뉴팜
2017-12-15,코스닥 150,REMOVE,KR7060720000,060720,KH바텍
2017-12-15,코스닥 150,REMOVE,KR7065060006,065060,지엔코
2017-12-15,코스닥 150,REMOVE,KR7067000000,067000,조이시티
2017-12-15,코스닥 150,REMOVE,KR7067160002,067160,아프리카TV
2017-12-15,코스닥 150,REMOVE,KR7069110005,069110,코스온
2017-12-15,코스닥 150,REMOVE,KR7089140008,089140,넥스턴
2017-12-15,코스닥 150,REMOVE,KR7160550000,160550,NEW
2017-12-15,코스닥 150,REMOVE,KR7171120009,171120,라이온켐텍
2018-02-09,코스닥 150,ADD,KR7123100000,123100,테라세미콘
2018-03-28,코스닥 150,ADD,KR7200230001,200230,텔콘
2018-03-28,코스닥 150,REMOVE,KR7085660009,085660,차바이오텍
2018-04-16,코스닥 150,ADD,KR7063570006,063570,한국전자금융
2018-04-16,코스닥 150,REMOVE,KR7065160004,065160,에프티이앤이
2018-06-15,코스닥 150,ADD,KR7000250001,000250,삼천당제약
2018-06-15,코스닥 150,ADD,KR7013030002,013030,하이록코리아
2018-06-15,코스닥 150,ADD,KR7030190003,030190,NICE평가정보
2018-06-15,코스닥 150,ADD,KR7035900000,035900,JYP Ent.
2018-06-15,코스닥 150,ADD,KR7039200001,039200,오스코텍
2018-06-15,코스닥 150,ADD,KR7042000000,042000,카페24
2018-06-15,코스닥 150,ADD,KR7060570009,060570,아이리버
2018-06-15,코스닥 150,ADD,KR7065660003,065660,안트로젠
2018-06-15,코스닥 150,ADD,KR7073070005,073070,에스모
2018-06-15,코스닥 150,ADD,KR7087010005,087010,펩트론
2018-06-15,코스닥 150,ADD,KR7144510005,144510,녹십자랩셀
2018-06-15,코스닥 150,ADD,KR7217480003,217480,에스디생명공학
2018-06-15,코스닥 150,ADD,KR7253450001,253450,스튜디오드래곤
2018-06-15,코스닥 150,ADD,KR7267980001,267980,매일유업
2018-06-15,코스닥 150,REMOVE,KR7014200000,014200,광림
2018-06-15,코스닥 150,REMOVE,KR7036540003,036540,SFA반도체
2018-06-15,코스닥 150,REMOVE,KR7054050000,054050,농우바이오
2018-06-15,코스닥 150,REMOVE,KR7060250008,060250,NHN한국사이버결제
2018-06-15,코스닥 150,REMOVE,KR7078150000,078150,HB테크놀러지
2018-06-15,코스닥 150,REMOVE,KR7085370005,085370,루트로닉
2018-06-15,코스닥 150,REMOVE,KR7086980000,086980,쇼박스
2018-06-15,코스닥 150,REMOVE,KR7090470006,090470,제이스텍
2018-06-15,코스닥 150,REMOVE,KR7095660007,095660,네오위즈
2018-06-15,코스닥 150,REMOVE,KR7109610006,109610,에스와이패널
2018-06-15,코스닥 150,REMOVE,KR7114570005,114570,지스마트글로벌
2018-06-15,코스닥 150,REMOVE,KR7123100000,123100,원익테라세미콘
2018-06-15,코스닥 150,REMOVE,KR7136480001,136480,하림
2018-06-15,코스닥 150,REMOVE,KR7192440006,192440,슈피겐코리아
2018-06-28,코스닥 150,ADD,KR7067630004,067630,에이치엘비생명과학
2018-06-28,코스닥 150,ADD,KR7174900001,174900,앱클론
2018-06-28,코스닥 150,REMOVE,KR7024660003,024660,하림홀딩스
2018-06-28,코스닥 150,REMOVE,KR7130960008,130960,CJ E&M
2018-08-30,코스닥 150,ADD,KR7052710001,052710,아모텍
2018-08-30,코스닥 150,REMOVE,KR7016170003,016170,카카오M
2018-12-14,코스닥 150,ADD,KR7010170009,010170,대한광통신
2018-12-14,코스닥 150,ADD,KR7029960002,029960,코엔텍
2018-12-14,코스닥 150,ADD,KR7038500005,038500,삼표시멘트
2018-12-14,코스닥 150,ADD,KR7045100005,045100,한양이엔지
2018-12-14,코스닥 150,ADD,KR7045390002,045390,대아티아이
2018-12-14,코스닥 150,ADD,KR7052020005,052020,에스티큐브
2018-12-14,코스닥 150,ADD,KR7067160002,067160,아프리카TV
2018-12-14,코스닥 150,ADD,KR7092730001,092730,네오팜
2018-12-14,코스닥 150,ADD,KR7140410002,140410,메지온
2018-12-14,코스닥 150,ADD,KR7183490002,183490,엔지켐생명과학
2018-12-14,코스닥 150,ADD,KR7215200007,215200,메가스터디교육
2018-12-14,코스닥 150,ADD,KR7218410009,218410,RFHIC
2018-12-14,코스닥 150,REMOVE,KR7027050004,027050,코리아나
2018-12-14,코스닥 150,REMOVE,KR7035080001,035080,인터파크홀딩스
2018-12-14,코스닥 150,REMOVE,KR7041140005,041140,넥슨지티
2018-12-14,코스닥 150,REMOVE,KR7049960008,049960,쎌바이오텍
2018-12-14,코스닥 150,REMOVE,KR7052710001,052710,아모텍
2018-12-14,코스닥 150,REMOVE,KR7054950001,054950,제이브이엠
2018-12-14,코스닥 150,REMOVE,KR7064240005,064240,홈캐스트
2018-12-14,코스닥 150,REMOVE,KR7099190001,099190,아이센스
2018-12-14,코스닥 150,REMOVE,KR7102710001,102710,이엔에프테크놀로지
2018-12-14,코스닥 150,REMOVE,KR7174900001,174900,앱클론
2018-12-14,코스닥 150,REMOVE,KR7200670008,200670,휴메딕스
2018-12-14,코스닥 150,REMOVE,KR7265520007,265520,AP시스템
2019-03-12,코스닥 150,ADD,KR7044340008,044340,위닉스
2019-03-22,코스닥 150,ADD,KR7032500001,032500,케이엠더블유
2019-03-22,코스닥 150,REMOVE,KR7168330009,168330,내츄럴엔도텍
2019-04-10,코스닥 150,ADD,KR7074600008,074600,원익QnC
2019-04-10,코스닥 150,REMOVE,KR7214370009,214370,케어젠
2019-06-14,코스닥 150,ADD,KR7041140005,041140,넥슨지티
2019-06-14,코스닥 150,ADD,KR7060150000,060150,인선이엔티
2019-06-14,코스닥 150,ADD,KR7095190005,095190,이엠코리아
2019-06-14,코스닥 150,ADD,KR7122990005,122990,와이솔
2019-06-14,코스닥 150,ADD,KR7192440006,192440,슈피겐코리아
2019-06-14,코스닥 150,ADD,KR7196170005,196170,알테오젠
2019-06-14,코스닥 150,ADD,KR7217730001,217730,강스템바이오텍
2019-06-14,코스닥 150,ADD,KR7226950004,226950,올릭스
2019-06-14,코스닥 150,ADD,KR7247540008,247540,에코프로비엠
2019-06-14,코스닥 150,ADD,KR7263050007,263050,유틸렉스
2019-06-14,코스닥 150,ADD,KR7278280003,278280,천보
2019-06-14,코스닥 150,ADD,KR7298380007,298380,에이비엘바이오
2019-06-14,코스닥 150,REMOVE,KR7018000000,018000,유니슨
2019-06-14,코스닥 150,REMOVE,KR7031980006,031980,피에스케이홀딩스
2019-06-14,코스닥 150,REMOVE,KR7038540001,038540,상상인
2019-06-14,코스닥 150,REMOVE,KR7043370006,043370,평화정공
2019-06-14,코스닥 150,REMOVE,KR7051370005,051370,인터플렉스
2019-06-14,코스닥 150,REMOVE,KR7084370006,084370,유진테크
2019-06-14,코스닥 150,REMOVE,KR7100130004,100130,동국S&C
2019-06-14,코스닥 150,REMOVE,KR7108790007,108790,인터파크
2019-06-14,코스닥 150,REMOVE,KR7119610004,119610,인터로조
2019-06-14,코스닥 150,REMOVE,KR7121440002,121440,골프존뉴딘홀딩스
2019-06-14,코스닥 150,REMOVE,KR7206640005,206640,바디텍메드
2019-08-21,코스닥 150,ADD,KR7265520007,265520,AP시스템
2019-08-21,코스닥 150,REMOVE,KR7102940004,102940,코오롱생명과학
2019-10-18,코스닥 150,ADD,KR7086820008,086820,바이오솔루션
2019-12-13,코스닥 150,ADD,KR7033640004,033640,네패스
2019-12-13,코스닥 150,ADD,KR7036540003,036540,SFA반도체
2019-12-13,코스닥 150,ADD,KR7047310008,047310,파워로직스
2019-12-13,코스닥 150,ADD,KR7048410005,048410,현대바이오
2019-12-13,코스닥 150,ADD,KR7060250008,060250,NHN한국사이버결제
2019-12-13,코스닥 150,ADD,KR7061970000,061970,엘비세미콘
2019-12-13,코스닥 150,ADD,KR7078130002,078130,국일제지
2019-12-13,코스닥 150,ADD,KR7097520001,097520,엠씨넥스
2019-12-13,코스닥 150,ADD,KR7138080007,138080,오이솔루션
2019-12-13,코스닥 150,ADD,KR7143240000,143240,사람인에이치알
2019-12-13,코스닥 150,ADD,KR7178320008,178320,서진시스템
2019-12-13,코스닥 150,ADD,KR7214150005,214150,클래시스
2019-12-13,코스닥 150,ADD,KR7215000001,215000,골프존
2019-12-13,코스닥 150,ADD,KR7228760005,228760,지노믹트리
2019-12-13,코스닥 150,ADD,KR7230360000,230360,에코마케팅
2019-12-13,코스닥 150,ADD,KR7239610009,239610,에이치엘사이언스
2019-12-13,코스닥 150,ADD,KR7243840006,243840,신흥에스이씨
2019-12-13,코스닥 150,REMOVE,KR7010170009,010170,대한광통신
2019-12-13,코스닥 150,REMOVE,KR7016100000,016100,리더스코스메틱
2019-12-13,코스닥 150,REMOVE,KR7025770009,025770,한국정보통신
2019-12-13,코스닥 150,REMOVE,KR7030520001,030520,한글과컴퓨터
2019-12-13,코스닥 150,REMOVE,KR7038290003,038290,마크로젠
2019-12-13,코스닥 150,REMOVE,KR7053030003,053030,바이넥스
2019-12-13,코스닥 150,REMOVE,KR7063080006,063080,게임빌
2019-12-13,코스닥 150,REMOVE,KR7067080002,067080,대화제약
2019-12-13,코스닥 150,REMOVE,KR7067290007,067290,JW신약
2019-12-13,코스닥 150,REMOVE,KR7074600008,074600,원익QnC
2019-12-13,코스닥 150,REMOVE,KR7080420003,080420,모다이노칩
2019-12-13,코스닥 150,REMOVE,KR7086820008,086820,바이오솔루션
2019-12-13,코스닥 150,REMOVE,KR7087010005,087010,펩트론
2019-12-13,코스닥 150,REMOVE,KR7100120005,100120,뷰웍스
2019-12-13,코스닥 150,REMOVE,KR7217480003,217480,에스디생명공학
2019-12-13,코스닥 150,REMOVE,KR7226950004,226950,올릭스
2019-12-13,코스닥 150,REMOVE,KR7241710003,241710,코스메카코리아
2020-03-25,코스닥 150,ADD,KR7088800008,088800,에이스테크
2020-03-25,코스닥 150,REMOVE,KR7082270000,082270,젬백스
2020-03-26,코스닥 150,ADD,KR7082920000,082920,비츠로셀
2020-03-26,코스닥 150,REMOVE,KR7035890003,035890,서희건설
2020-03-27,코스닥 150,ADD,KR7119860005,119860,다나와
2020-03-27,코스닥 150,REMOVE,KR7073070005,073070,에스모
2020-04-22,코스닥 150,ADD,KR7102710001,102710,이엔에프테크놀로지
2020-04-22,코스닥 150,REMOVE,KR7065620007,065620,제낙스
2020-06-12,코스닥 150,ADD,KR7018290007,018290,브이티지엠피
2020-06-12,코스닥 150,ADD,KR7032190001,032190,다우데이타
2020-06-12,코스닥 150,ADD,KR7038540001,038540,상상인
2020-06-12,코스닥 150,ADD,KR7041190000,041190,우리기술투자
2020-06-12,코스닥 150,ADD,KR7052260007,052260,SK바이오랜드
2020-06-12,코스닥 150,ADD,KR7060720000,060720,KH바텍
2020-06-12,코스닥 150,ADD,KR7078020005,078020,이베스트투자증권
2020-06-12,코스닥 150,ADD,KR7078070000,078070,유비쿼스홀딩스
2020-06-12,코스닥 150,ADD,KR7084370006,084370,유진테크
2020-06-12,코스닥 150,ADD,KR7084850007,084850,아이티엠반도체
2020-06-12,코스닥 150,ADD,KR7085660009,085660,차바이오텍
2020-06-12,코스닥 150,ADD,KR7214370009,214370,케어젠
2020-06-12,코스닥 150,ADD,KR7268600004,268600,셀리버리
2020-06-12,코스닥 150,ADD,KR7282880004,282880,코윈테크
2020-06-12,코스닥 150,REMOVE,KR7007820004,007820,에스엠코어
2020-06-12,코스닥 150,REMOVE,KR7013030002,013030,하이록코리아
2020-06-12,코스닥 150,REMOVE,KR7016250003,016250,이테크건설
2020-06-12,코스닥 150,REMOVE,KR7019210004,019210,와이지-원
2020-06-12,코스닥 150,REMOVE,KR7036630002,036630,세종텔레콤
2020-06-12,코스닥 150,REMOVE,KR7041140005,041140,넥슨지티
2020-06-12,코스닥 150,REMOVE,KR7044490001,044490,태웅
2020-06-12,코스닥 150,REMOVE,KR7045100005,045100,한양이엔지
2020-06-12,코스닥 150,REMOVE,KR7067390005,067390,아스트
2020-06-12,코스닥 150,REMOVE,KR7095190005,095190,이엠코리아
2020-06-12,코스닥 150,REMOVE,KR7215360009,215360,우리산업
2020-06-12,코스닥 150,REMOVE,KR7215600008,215600,신라젠
2020-06-12,코스닥 150,REMOVE,KR7217730001,217730,강스템바이오텍
2020-06-12,코스닥 150,REMOVE,KR7222040008,222040,코스맥스엔비티
2020-12-11,코스닥 150,ADD,KR7034950006,034950,한국기업평가
2020-12-11,코스닥 150,ADD,KR7078600004,078600,대주전자재료
2020-12-11,코스닥 150,ADD,KR7089980007,089980,상아프론테크
2020-12-11,코스닥 150,ADD,KR7092190008,092190,서울바이오시스
2020-12-11,코스닥 150,ADD,KR7100130004,100130,동국S&C
2020-12-11,코스닥 150,ADD,KR7101490001,101490,에스앤에스텍
2020-12-11,코스닥 150,ADD,KR7131370009,131370,알서포트
2020-12-11,코스닥 150,ADD,KR7137400008,137400,피엔티
2020-12-11,코스닥 150,ADD,KR7194700001,194700,노바렉스
2020-12-11,코스닥 150,ADD,KR7204270003,204270,제이앤티씨
2020-12-11,코스닥 150,ADD,KR7222080004,222080,씨아이에스
2020-12-11,코스닥 150,ADD,KR7235980000,235980,메드팩토
2020-12-11,코스닥 150,ADD,KR7290510007,290510,코리아센터
2020-12-11,코스닥 150,ADD,KR7290650001,290650,엘앤씨바이오
2020-12-11,코스닥 150,ADD,KR7293490009,293490,카카오게임즈
2020-12-11,코스닥 150,ADD,KR7294140009,294140,레몬
2020-12-11,코스닥 150,ADD,KR7357780006,357780,솔브레인
2020-12-11,코스닥 150,REMOVE,KR7014620009,014620,성광벤드
2020-12-11,코스닥 150,REMOVE,KR7015750003,015750,성우하이텍
2020-12-11,코스닥 150,REMOVE,KR7023160005,023160,태광
2020-12-11,코스닥 150,REMOVE,KR7039840004,039840,디오
2020-12-11,코스닥 150,REMOVE,KR7041190000,041190,우리기술투자
2020-12-11,코스닥 150,REMOVE,KR7041830001,041830,인바디
2020-12-11,코스닥 150,REMOVE,KR7043150002,043150,바텍
2020-12-11,코스닥 150,REMOVE,KR7047310008,047310,파워로직스
2020-12-11,코스닥 150,REMOVE,KR7049950009,049950,미래컴퍼니
2020-12-11,코스닥 150,REMOVE,KR7051500007,051500,CJ프레시웨이
2020-12-11,코스닥 150,REMOVE,KR7063570006,063570,한국전자금융
2020-12-11,코스닥 150,REMOVE,KR7080160005,080160,모두투어
2020-12-11,코스닥 150,REMOVE,KR7084110006,084110,휴온스글로벌
2020-12-11,코스닥 150,REMOVE,KR7089600001,089600,나스미디어
2020-12-11,코스닥 150,REMOVE,KR7115960007,115960,연우
2020-12-11,코스닥 150,REMOVE,KR7228760005,228760,지노믹트리
2020-12-11,코스닥 150,REMOVE,KR7282880004,282880,코윈테크
2021-06-11,코스닥 150,ADD,KR7015750003,015750,성우하이텍
2021-06-11,코스닥 150,ADD,KR7018000000,018000,유니슨
2021-06-11,코스닥 150,ADD,KR7027360007,027360,아주IB투자
2021-06-11,코스닥 150,ADD,KR7036810000,036810,에프에스티
2021-06-11,코스닥 150,ADD,KR7041190000,041190,우리기술투자
2021-06-11,코스닥 150,ADD,KR7053030003,053030,바이넥스
2021-06-11,코스닥 150,ADD,KR7082270000,082270,젬백스
2021-06-11,코스닥 150,ADD,KR7100090000,100090,삼강엠앤티
2021-06-11,코스닥 150,ADD,KR7131290009,131290,티에스이
2021-06-11,코스닥 150,ADD,KR7131970006,131970,테스나
2021-06-11,코스닥 150,ADD,KR7140860008,140860,파크시스템스
2021-06-11,코스닥 150,ADD,KR7166090001,166090,하나머티리얼즈
2021-06-11,코스닥 150,ADD,KR7175250000,175250,아이큐어
2021-06-11,코스닥 150,ADD,KR7194480000,194480,데브시스터즈
2021-06-11,코스닥 150,ADD,KR7222800005,222800,심텍
2021-06-11,코스닥 150,ADD,KR7323990002,323990,박셀바이오
2021-06-11,코스닥 150,REMOVE,KR7018290007,018290,브이티지엠피
2021-06-11,코스닥 150,REMOVE,KR7034950006,034950,한국기업평가
2021-06-11,코스닥 150,REMOVE,KR7035810001,035810,이지홀딩스
2021-06-11,코스닥 150,REMOVE,KR7052020005,052020,에스티큐브
2021-06-11,코스닥 150,REMOVE,KR7052260007,052260,현대바이오랜드
2021-06-11,코스닥 150,REMOVE,KR7060570009,060570,드림어스컴퍼니
2021-06-11,코스닥 150,REMOVE,KR7065660003,065660,안트로젠
2021-06-11,코스닥 150,REMOVE,KR7082920000,082920,비츠로셀
2021-06-11,코스닥 150,REMOVE,KR7092730001,092730,네오팜
2021-06-11,코스닥 150,REMOVE,KR7143240000,143240,사람인에이치알
2021-06-11,코스닥 150,REMOVE,KR7194700001,194700,노바렉스
2021-06-11,코스닥 150,REMOVE,KR7214370009,214370,케어젠
2021-06-11,코스닥 150,REMOVE,KR7215000001,215000,골프존
2021-06-11,코스닥 150,REMOVE,KR7237880000,237880,클리오
2021-06-11,코스닥 150,REMOVE,KR7239610009,239610,에이치엘사이언스
2021-06-11,코스닥 150,REMOVE,KR7243840006,243840,신흥에스이씨
2021-06-29,코스닥 150,ADD,KR7080160005,080160,모두투어
2021-06-29,코스닥 150,REMOVE,KR7028150001,028150,GS홈쇼핑
2021-07-06,코스닥 150,ADD,KR7319660007,319660,피에스케이
2021-08-09,코스닥 150,ADD,KR7042040006,042040,케이피엠테크
2021-10-28,코스닥 150,ADD,KR7206650004,206650,유바이오로직스
2021-10-28,코스닥 150,REMOVE,KR7031390008,031390,녹십자셀
2021-11-29,코스닥 150,REMOVE,KR7036490001,036490,SK머티리얼즈
2021-12-10,코스닥 150,ADD,KR7033310004,033310,엠투엔
2021-12-10,코스닥 150,ADD,KR7035080001,035080,인터파크
2021-12-10,코스닥 150,ADD,KR7052400009,052400,코나아이
2021-12-10,코스닥 150,ADD,KR7064550007,064550,바이오니아
2021-12-10,코스닥 150,ADD,KR7074600008,074600,원익QnC
2021-12-10,코스닥 150,ADD,KR7084110006,084110,휴온스글로벌
2021-12-10,코스닥 150,ADD,KR7104480009,104480,티케이케미칼
2021-12-10,코스닥 150,ADD,KR7151910007,151910,나노스
2021-12-10,코스닥 150,ADD,KR7183300003,183300,코미코
2021-12-10,코스닥 150,ADD,KR7195940002,195940,HK이노엔
2021-12-10,코스닥 150,ADD,KR7256840000,256840,한국비엔씨
2021-12-10,코스닥 150,ADD,KR7293780003,293780,압타바이오
2021-12-10,코스닥 150,ADD,KR7294570007,294570,쿠콘
2021-12-10,코스닥 150,ADD,KR7299660001,299660,셀리드
2021-12-10,코스닥 150,ADD,KR7383310000,383310,에코프로에이치엔
2021-12-10,코스닥 150,REMOVE,KR7042040006,042040,케이피엠테크
2021-12-10,코스닥 150,REMOVE,KR7044340008,044340,위닉스
2021-12-10,코스닥 150,REMOVE,KR7078070000,078070,유비쿼스홀딩스
2021-12-10,코스닥 150,REMOVE,KR7078160009,078160,메디포스트
2021-12-10,코스닥 150,REMOVE,KR7083790006,083790,크리스탈지노믹스
2021-12-10,코스닥 150,REMOVE,KR7100130004,100130,동국S&C
2021-12-10,코스닥 150,REMOVE,KR7115450009,115450,지트리비앤티
2021-12-10,코스닥 150,REMOVE,KR7122990005,122990,와이솔
2021-12-10,코스닥 150,REMOVE,KR7175250000,175250,아이큐어
2021-12-10,코스닥 150,REMOVE,KR7182400002,182400,엔케이맥스
2021-12-10,코스닥 150,REMOVE,KR7192440006,192440,슈피겐코리아
2021-12-10,코스닥 150,REMOVE,KR7200230001,200230,텔콘RF제약
2021-12-10,코스닥 150,REMOVE,KR7263050007,263050,유틸렉스
2021-12-10,코스닥 150,REMOVE,KR7294140009,294140,레몬
2022-03-16,코스닥 150,ADD,KR7214370009,214370,케어젠
2022-03-16,코스닥 150,REMOVE,KR7048260004,048260,오스템임플란트
2022-06-10,코스닥 150,ADD,KR7064260003,064260,다날
2022-06-10,코스닥 150,ADD,KR7067310003,067310,하나마이크론
2022-06-10,코스닥 150,ADD,KR7086390002,086390,유니테스트
2022-06-10,코스닥 150,ADD,KR7110790003,110790,크리스에프앤씨
2022-06-10,코스닥 150,ADD,KR7121600001,121600,나노신소재
2022-06-10,코스닥 150,ADD,KR7121800007,121800,비덴트
2022-06-10,코스닥 150,ADD,KR7182400002,182400,엔케이맥스
2022-06-10,코스닥 150,ADD,KR7189300007,189300,인텔리안테크
2022-06-10,코스닥 150,ADD,KR7215000001,215000,골프존
2022-06-10,코스닥 150,ADD,KR7225570001,225570,넥슨게임즈
2022-06-10,코스닥 150,ADD,KR7299900001,299900,위지윅스튜디오
2022-06-10,코스닥 150,ADD,KR7348370008,348370,엔켐
2022-06-10,코스닥 150,REMOVE,KR7018000000,018000,유니슨
